43470741	54	3423	<c++><c++11><templates><c++14><typetraits>	2017-04-18 11:20:00+01
44579839	56	1771	<ios><camera><scenekit><projection><arkit>	2017-06-16 02:25:00+01
44178432	60	3148	<java><java-9>	2017-05-25 10:38:00+01
44183771	109	12307	<c++><if-statement>	2017-05-25 15:03:00+01
41535881	52	50479	<python><macos><anaconda><conda>	2017-01-08 17:56:00+00
43920942	82	33015	<c#><node.js><performance><asp.net-core><stress-testing>	2017-05-11 16:24:00+01
41836658	80	4334	<c++><c>	2017-01-24 18:46:00+00
42019939	69	4962	<c++><c++11>	2017-02-03 08:34:00+00
44473146	60	14689	<ios><objective-c><xcode><ios11><xcode9-beta>	2017-06-10 12:07:00+01
44489658	93	4981	<python><python-3.x><set><equivalence-classes>	2017-06-11 23:29:00+01
44492404	74	48080	<ios><swift><ios11><xcode9><safearealayoutguide>	2017-06-12 06:06:00+01
45052282	66	3291	<c><gcc><clang><x86-64><compiler-optimization>	2017-07-12 08:25:00+01
45069219	94	4312	<c++><c++11><random>	2017-07-12 23:44:00+01
42107442	86	6429	<python><python-internals>	2017-02-08 07:48:00+00
42133894	52	20878	<javascript><vue.js><vue-component><vue-resource>	2017-02-09 10:16:00+00
42159460	129	6762	<c><gcc><optimization><clang>	2017-02-10 12:30:00+00
43119163	66	30344	<javascript><promise>	2017-03-30 13:22:00+01
44071080	98	56109	<android><android-studio><gradle><build><circleci>	2017-05-19 13:13:00+01
44382841	241	57201	<ios><xcode><debugging><ios11><xcode9>	2017-06-06 06:31:00+01
44396681	60	9125	<xcode><git><macos><version-control><xcode9-beta>	2017-06-06 17:53:00+01
44399109	69	25915	<ios><cocoapods><facebook-login><xcode9-beta><swift4>	2017-06-06 20:18:00+01
44429415	79	19170	<storyboard><xcode9-beta>	2017-06-08 07:34:00+01
44793859	79	25289	<angular><typescript><rxjs>	2017-06-28 04:47:00+01
44902651	64	8807	<android><casting><findviewbyid>	2017-07-04 09:52:00+01
45646101	55	15022	<twitter-bootstrap><angular><webpack><popper.js>	2017-08-12 03:05:00+01
48089426	134	21631	<security><assembly><x86><cpu-architecture>	2018-01-04 05:52:00+00
43556752	54	3405	<javascript><exponentiation><ecmascript-2016>	2017-04-22 07:54:00+01
43618487	444	23575	<swift><string><unicode><emoji>	2017-04-25 18:36:00+01
45204480	146	10654	<if-statement><language-agnostic><condition><boolean-logic>	2017-07-20 03:16:00+01
46380073	71	3678	<java><deprecated><observer-pattern><java-9>	2017-09-23 13:27:00+01
46419476	60	9118	<macos><mysql-workbench><macos-high-sierra>	2017-09-26 06:44:00+01
46512888	93	4781	<java><string><string-concatenation><java-9><invokedynamic>	2017-10-01 13:34:00+01
46522451	52	4036	<c><gcc><assembly><x86><compiler-optimization>	2017-10-02 08:58:00+01
47086406	86	2950	<c><struct><reverse-engineering><declaration>	2017-11-02 23:52:00+00
47152691	69	1495	<python><pandas><group-by><pivot><pandas-groupby>	2017-11-07 08:00:00+00
45469214	83	4074	<c++><integer><function-overloading><negative-number><ambiguous-call>	2017-08-02 19:14:00+01
45689664	67	9385	<ios><objective-c><nsnotificationcenter>	2017-08-15 08:59:00+01
46653406	120	5859	<c><sizeof>	2017-10-09 19:09:00+01
46670430	66	5239	<javascript><angular><typescript><angular-cli><angular-compiler-cli>	2017-10-10 15:22:00+01
46763282	73	2102	<java><java-time>	2017-10-16 05:05:00+01
42648499	113	33624	<android><android-studio><apk><signature><signing>	2017-03-07 12:36:00+00
41573587	134	23392	<python><virtualenv><virtualenvwrapper><pyenv><python-venv>	2017-01-10 16:27:00+00
41727415	204	12630	<c><switch-statement><language-lawyer>	2017-01-18 19:02:00+00
41803937	55	3763	<c><c99>	2017-01-23 10:18:00+00
43359734	97	12075	<javascript><conditional-operator>	2017-04-12 03:27:00+01
43027980	58	31844	<python><matplotlib>	2017-03-26 11:11:00+01
43043246	52	3197	<c><enums><type-safety>	2017-03-27 09:54:00+01
43390869	97	5403	<python><interpreter><python-internals>	2017-04-13 11:20:00+01
42532550	87	7385	<c++><stl><stdset>	2017-03-01 13:04:00+00
43911369	52	5893	<java><dictionary><java-8><hashmap>	2017-05-11 09:21:00+01
45783699	74	2699	<sql>	2017-08-18 04:47:00+01
43099116	67	28339	<docker><jenkins><jenkins-pipeline>	2017-03-29 16:26:00+01
46192280	112	43044	<ios><objective-c><iphone><swift><iphone-x>	2017-09-13 08:12:00+01
46267621	118	90902	<android><dex><android-studio-3.0>	2017-09-17 18:42:00+01
47591915	78	3919	<c#><.net><.net-core><coreclr>	2017-12-01 10:57:00+00
47665475	66	2774	<macos><android-studio><adb>	2017-12-06 01:39:00+00
42251267	68	1100	<android><android-source><alsa><android-kernel><android-rom>	2017-02-15 13:52:00+00
41584581	87	8426	<algorithm><sorting><time-complexity>	2017-01-11 06:58:00+00
41932668	74	6908	<java><stack-overflow>	2017-01-30 09:37:00+00
42340649	64	18387	<angular-material2>	2017-02-20 09:22:00+00
44206433	83	37509	<gradle><android-studio-3.0>	2017-05-26 16:42:00+01
43467095	61	3205	<c++><lambda><const><language-lawyer>	2017-04-18 08:19:00+01
46996315	57	3855	<python><python-3.x><performance><time-complexity>	2017-10-29 02:30:00+00
47007680	56	4406	<python><operators><logical-operators><short-circuiting>	2017-10-30 03:16:00+00
42053775	92	51118	<javascript><jquery><google-chrome><jquery-1.7>	2017-02-05 15:28:00+00
42112260	52	26133	<keras><tensorboard>	2017-02-08 11:47:00+00
44379348	318	48268	<swift><swift4><xcode9-beta>	2017-06-05 23:49:00+01
44446523	66	52240	<android><react-native><react-native-android>	2017-06-08 22:26:00+01
43280871	53	57946	<android>	2017-04-07 14:37:00+01
43539718	59	3708	<c#><increment><operator-precedence><ref>	2017-04-21 10:02:00+01
45103230	56	38232	<android><android-recyclerview><android-gradle><android-support-library><file-dependancy>	2017-07-14 12:39:00+01
45165635	54	7548	<ios><xcode9-beta><xcode9>	2017-07-18 11:33:00+01
48062346	69	3639	<c++><pointers><c++14><language-lawyer><c++1z>	2018-01-02 14:00:00+00
43574426	112	39851	<java><jaxb><java-9>	2017-04-23 17:40:00+01
46387111	64	3624	<c><arrays><memory><c99><variable-length-array>	2017-09-24 06:04:00+01
46467284	83	17624	<ios><string><substring><swift4><xcode9.1-beta>	2017-09-28 10:49:00+01
46467407	58	3928	<c++><templates><return><code-coverage>	2017-09-28 10:55:00+01
47068709	52	25725	<tensorflow><cpu><avx>	2017-11-02 06:10:00+00
47075871	59	2733	<c++><memory-management><language-lawyer><compiler-optimization>	2017-11-02 12:54:00+00
48256270	59	6257	<java>	2018-01-15 02:35:00+00
45350035	53	17279	<uinavigationbar><uisearchbar><ios11>	2017-07-27 11:52:00+01
45403066	53	986	<python><scipy><sparse-matrix><openopt>	2017-07-30 18:10:00+01
45696551	55	16435	<android><android-studio><firebase><android-gradle><google-play-services>	2017-08-15 15:50:00+01
46090597	61	3884	<c><string><pointers>	2017-09-07 07:38:00+01
46579074	56	3732	<java><list><java-9>	2017-10-05 06:22:00+01
42258346	52	2596	<c#><.net><datetime><concurrency><tearing>	2017-02-15 19:24:00+00
42273853	53	7615	<typescript><tslint>	2017-02-16 12:22:00+00
41463999	61	35709	<ruby-on-rails><ruby><ruby-on-rails-5>	2017-01-04 12:36:00+00
43797180	55	933	<php><fopen>	2017-05-05 05:30:00+01
43834559	67	14426	<node.js><promise><async-await><warnings><unhandled-exception>	2017-05-07 17:31:00+01
45022048	106	20896	<node.js><npm><npm-install><package-lock.json>	2017-07-10 21:38:00+01
42742810	95	9339	<python><regex><string><performance><replace>	2017-03-12 01:47:00+00
42964102	71	17878	<javascript><promise><async-await>	2017-03-22 22:50:00+00
46047721	151	9931	<c#><getter><shorthand><code-conventions>	2017-09-05 05:44:00+01
46231372	106	13629	<ios><xcode><itunesconnect><xcode8>	2017-09-15 03:46:00+01
46319247	61	4990	<c++><gcc><gcc-warning>	2017-09-20 10:10:00+01
47466358	151	12287	<c++><operators><c++-faq><c++20><spaceship-operator>	2017-11-24 04:26:00+00
47581326	132	12643	<python><algorithm><data-structures><number-theory>	2017-11-30 19:37:00+00
44130442	345	35657	<javascript><google-maps><javafx><javafx-webengine>	2017-05-23 09:08:00+01
42833747	56	4876	<c++><operators><language-design>	2017-03-16 12:11:00+00
42328165	67	6112	<c><gcc><segmentation-fault><main><gcc-warning>	2017-02-19 14:05:00+00
42610070	59	21973	<ios><reactjs><react-native>	2017-03-05 15:16:00+00
43139144	79	7893	<c++><c><boolean><ternary-operator>	2017-03-31 11:06:00+01
43220348	62	22398	<angular><typescript><angular-material2>	2017-04-05 01:32:00+01
44493378	268	40886	<android><android-studio><gradle><build.gradle><gradle-plugin>	2017-06-12 07:13:00+01
45053461	69	7696	<python><variables><object>	2017-07-12 09:15:00+01
42415969	55	2454	<c#><.net><sql-server><asynchronous><async-await>	2017-02-23 12:37:00+00
42581963	58	33629	<android><gradle>	2017-03-03 14:52:00+00
42763074	79	10408	<visual-studio><visual-studio-2017>	2017-03-13 11:56:00+00
44442573	77	21464	<ios><swift><ios11><xcode9-beta><swift4>	2017-06-08 17:55:00+01
44863062	93	4940	<c++><turbo-c++><c++-faq>	2017-07-01 16:22:00+01
45129790	112	37211	<angular><http><httpclient>	2017-07-16 14:40:00+01
45163588	54	42677	<mysql><windows-server-2016>	2017-07-18 10:05:00+01
45550674	100	9870	<c><switch-statement>	2017-08-07 15:32:00+01
45573829	94	17230	<ios><uitableview><animation><uinavigationcontroller>	2017-08-08 16:44:00+01
45582430	78	4349	<android><android-support-library><noclassdeffounderror>	2017-08-09 05:39:00+01
48014076	57	1484	<c++><compiler-construction><clang>	2017-12-28 20:38:00+00
44532077	87	3466	<c#><null><switch-statement><var><c#-7.0>	2017-06-13 21:44:00+01
46544019	56	2444	<c++><performance><assembly><x86-64><c++1z>	2017-10-03 11:55:00+01
47261313	68	5237	<linux><bash><shell><unix><sh>	2017-11-13 09:47:00+00
45357000	56	53801	<android><android-studio><gradle>	2017-07-27 17:05:00+01
46601104	106	3738	<java><nullpointerexception><boolean>	2017-10-06 08:04:00+01
47302544	78	10748	<c++><rounding><floor>	2017-11-15 08:25:00+00
42268117	107	13399	<ios><xcode><cocoapods><warnings>	2017-02-16 08:02:00+00
42462352	57	7577	<c><32-bit><twos-complement>	2017-02-25 22:30:00+00
46142734	152	7724	<c#><.net><performance><collections><hashset>	2017-09-10 16:07:00+01
43718032	75	6985	<javascript><json>	2017-05-01 10:57:00+01
43026241	55	2239	<java><arrays><casting><int><byte>	2017-03-26 07:32:00+01
43202012	76	11348	<c++><performance><c++11><assembly><microbenchmark>	2017-04-04 08:28:00+01
43783517	63	8370	<c++><c++11><functional-programming><currying><std-function>	2017-05-04 12:56:00+01
46214740	62	10120	<iphone><uitabbar><ios11><xcode9-beta><iphone-x>	2017-09-14 08:59:00+01
46298257	73	6394	<c++><c><real-time><deterministic><non-deterministic>	2017-09-19 10:36:00+01
41474134	114	47004	<javascript><reactjs><nested><react-router><react-router-v4>	2017-01-04 22:15:00+00
45887706	57	5443	<iphone><download><itunesconnect>	2017-08-25 18:42:00+01
44120947	119	9216	<c#><inheritance><types><namespaces>	2017-05-22 19:44:00+01
48383521	134	14816	<java>	2018-01-22 14:12:00+00
42004363	125	6914	<java><performance><java-8>	2017-02-02 14:09:00+00
42374151	311	109967	<android><android-studio><build.gradle><android-studio-3.0><android-studio-2.3>	2017-02-21 17:35:00+00
42434872	77	3208	<c><linux><linux-kernel><posix>	2017-02-24 09:19:00+00
42701129	85	65046	<reactjs><redux><react-router><react-router-v4>	2017-03-09 16:56:00+00
42833540	81	6488	<javascript><ecmascript-6><const>	2017-03-16 12:02:00+00
41884349	55	20193	<android><facebook><facebook-android-sdk><deprecated>	2017-01-26 22:47:00+00
42687607	69	46151	<android><android-studio><installation><apk>	2017-03-09 05:41:00+00
44206782	330	80758	<node.js><git><npm><version-control><lockfile>	2017-05-26 17:03:00+01
44196672	84	20097	<android><android-studio><android-gradle><aapt><android-instant-apps>	2017-05-26 08:09:00+01
46959685	70	6935	<c++><c><int>	2017-10-26 16:46:00+01
46967759	56	4968	<java><class><this><forward-reference>	2017-10-27 04:54:00+01
43931986	70	62785	<angular><angular-cli>	2017-05-12 07:35:00+01
43936404	76	3472	<c++><function><c++11><static><const>	2017-05-12 11:11:00+01
44629152	71	6422	<c++><macros><linker>	2017-06-19 11:17:00+01
44471971	58	5772	<ios><xcode><xcode8><xcode9>	2017-06-10 09:56:00+01
44500176	52	51795	<android><gradle><build.gradle><android-support-library><android-o>	2017-06-12 13:02:00+01
42138418	77	14988	<.net-core><visual-studio-2017><assemblyinfo>	2017-02-09 13:46:00+00
42184317	110	10241	<java>	2017-02-12 04:48:00+00
42219784	53	47937	<android><android-studio><android-build>	2017-02-14 06:59:00+00
42574803	59	22483	<android><android-studio><gradle><android-apt>	2017-03-03 09:13:00+00
43121340	79	20159	<python><conditional><pylint>	2017-03-30 14:52:00+01
44080809	53	7552	<android><crash><native><android-7.0-nougat><android-7.1-nougat>	2017-05-20 00:48:00+01
44085424	148	15647	<.net><.net-core><.net-standard>	2017-05-20 11:38:00+01
44429933	54	6309	<c++><c++11>	2017-06-08 07:58:00+01
44846512	72	3958	<c++><floating-point>	2017-06-30 12:28:00+01
45101045	60	8016	<r><purrr>	2017-07-14 10:45:00+01
45562662	130	28594	<swift><swift4>	2017-08-08 08:04:00+01
45629176	383	19047	<c><c-preprocessor>	2017-08-11 07:17:00+01
47702220	153	11400	<c++><language-lawyer><c++1z>	2017-12-07 19:16:00+00
43943699	243	12384	<java><unicode><right-to-left>	2017-05-12 17:47:00+01
44309241	66	14304	<android><android-asynctask><android-runonuithread>	2017-06-01 13:42:00+01
47035166	105	11778	<javascript><function><pure-function>	2017-10-31 12:14:00+00
46101251	54	1314	<git>	2017-09-07 16:31:00+01
46600498	58	4435	<c++><arrays><for-loop>	2017-10-06 07:29:00+01
41446833	97	36959	<python><loops><numpy><operators>	2017-01-03 15:27:00+00
45981545	62	7418	<c><assembly><c11><function-call><noreturn>	2017-08-31 12:31:00+01
41504343	51	2597	<java><generics><intellij-idea><jshell>	2017-01-06 11:06:00+00
42796887	73	9246	<visual-studio-code>	2017-03-14 21:29:00+00
41431533	156	7781	<java><access-modifiers>	2017-01-02 18:16:00+00
41513463	71	77791	<html><css><twitter-bootstrap><bootstrap-4>	2017-01-06 20:02:00+00
41871115	79	7170	<c++><c++11><shared-ptr><smart-pointers><move-semantics>	2017-01-26 10:11:00+00
42946951	93	5488	<nuget><.net-core><.net-standard>	2017-03-22 09:05:00+00
43000520	71	5867	<c#><asynchronous>	2017-03-24 13:16:00+00
42486428	58	7150	<java><java-8><java-stream>	2017-02-27 12:59:00+00
42536506	53	24013	<c#><visual-studio-2015>	2017-03-01 16:04:00+00
43733672	117	6794	<c++><string><stack-overflow><explicit>	2017-05-02 08:46:00+01
43762651	59	6099	<c++><c++11><tuples>	2017-05-03 14:17:00+01
43871637	66	193676	<javascript><api><cors><fetch-api><preflight>	2017-05-09 13:47:00+01
44972719	54	3040	<python><nested-loops><language-implementation>	2017-07-07 14:00:00+01
44996471	92	3422	<c><language-lawyer><c99><undefined-behavior><c11>	2017-07-09 12:38:00+01
42558907	57	1419	<c++><performance><x86><compiler-optimization><memset>	2017-03-02 15:04:00+00
46805181	67	6620	<c++><c>	2017-10-18 07:49:00+01
46184859	72	15868	<ios><uinavigationbar><ios-simulator><xcode9><iphone-x>	2017-09-12 20:30:00+01
46228218	64	6953	<javascript><html5><camera><webrtc><ios11>	2017-09-14 21:06:00+01
46230125	93	4604	<javascript>	2017-09-15 00:49:00+01
46316373	114	43988	<ios11><xcode9>	2017-09-20 07:55:00+01
47407180	102	12728	<java><lambda><java-8>	2017-11-21 07:08:00+00
47546616	57	6269	<c++><struct><syntax><scope-resolution>	2017-11-29 06:45:00+00
48270127	2036	302982	<javascript><ecmascript-6>	2018-01-15 20:20:00+00
44105127	125	47741	<android><android-studio><gradle><armv7>	2017-05-22 05:19:00+01
41816495	105	13101	<c++><race-condition>	2017-01-23 22:02:00+00
41972103	83	6482	<java><for-loop><infinite-loop>	2017-02-01 04:49:00+00
42509313	59	41066	<visual-studio><visual-studio-2015><msbuild><asp.net-core><.net-core>	2017-02-28 12:54:00+00
42605171	55	14886	<android><android-studio>	2017-03-05 06:18:00+00
42692472	261	69234	<asp.net><asp.net-core><visual-studio-2017>	2017-03-09 10:12:00+00
41432673	57	22853	<angular><webpack><angular-cli>	2017-01-02 20:00:00+00
44206521	67	2343	<c++><stl><stdlist>	2017-05-26 16:47:00+01
44565883	137	51107	<ios><xcode>	2017-06-15 11:03:00+01
44200075	79	15124	<kotlin>	2017-05-26 11:11:00+01
41745877	125	8166	<c++>	2017-01-19 15:38:00+00
41438198	55	6016	<angular><plugins><angular-cli><angular-universal>	2017-01-03 07:09:00+00
41679191	107	5849	<javascript><google-chrome><v8><ecmascript-7>	2017-01-16 14:57:00+00
44239235	54	18354	<android-studio><android-gradle>	2017-05-29 09:39:00+01
44641195	79	2007	<c#><windows><uwp><arm><pinvoke>	2017-06-19 22:59:00+01
44497436	60	7361	<ios><xcode><shortcut><xcode9-beta>	2017-06-12 10:41:00+01
42135503	74	7834	<c><compilation><c-preprocessor>	2017-02-09 11:28:00+00
42966641	60	1949	<css><math><linear-algebra><algebra><css-filters>	2017-03-23 03:18:00+00
44390378	78	17312	<swift><xcode><swift4>	2017-06-06 12:44:00+01
44722341	62	9123	<docker><amazon-ecs>	2017-06-23 13:12:00+01
44767080	78	3089	<c++><c><bit-manipulation><intrinsics>	2017-06-26 19:14:00+01
44774709	74	10373	<visual-studio-code>	2017-06-27 07:39:00+01
45139805	163	9995	<php><echo><ellipsis>	2017-07-17 08:55:00+01
47871962	75	2502	<java><regex><unicode><java-8><java-9>	2017-12-18 15:53:00+00
47992477	96	5447	<http><go><port>	2017-12-27 12:47:00+00
44317993	57	2671	<python><for-loop><language-lawyer>	2017-06-01 22:20:00+01
44546849	62	52795	<android><android-studio-3.0>	2017-06-14 13:54:00+01
46352735	55	11588	<swift><ios11>	2017-09-21 20:33:00+01
46353221	65	11267	<android><android-studio><android-emulator>	2017-09-21 21:10:00+01
47062184	69	3286	<python><string><python-3.x><unicode><python-internals>	2017-11-01 19:21:00+00
45238194	56	2116	<css><css3><css-animations><css-shapes><css-transforms>	2017-07-21 12:52:00+01
45301203	123	53681	<android><android-gradle><android-support-library><appcompat>	2017-07-25 10:53:00+01
45723819	97	8113	<c++><c++-faq><cpp-core-guidelines><guideline-support-library>	2017-08-16 22:15:00+01
41449617	121	7044	<ruby>	2017-01-03 17:59:00+00
42662444	105	16201	<visual-studio><visual-studio-2017>	2017-03-08 03:28:00+00
42667928	64	36981	<git><visual-studio><vsts><visual-studio-2017>	2017-03-08 09:48:00+00
41428954	76	9169	<javascript><mobile><react-native>	2017-01-02 14:52:00+00
41507602	57	1801	<c++><initializer-list><ambiguous><overload-resolution>	2017-01-06 14:15:00+00
41867055	51	30516	<django><reactjs>	2017-01-26 04:47:00+00
43318493	77	6865	<c++><c++11><portability><c++1z><c++-standard-library>	2017-04-10 08:41:00+01
43359325	58	2958	<java><replaceall>	2017-04-12 02:41:00+01
43006550	172	164006	<angular><if-statement><angular-template>	2017-03-24 18:18:00+00
43008036	52	28479	<reactjs><react-router>	2017-03-24 19:51:00+00
43037590	51	33125	<npm><webpack><commonjs><webpack-2><package.json>	2017-03-27 03:40:00+01
43190992	64	3662	<python><python-3.x><iterable-unpacking>	2017-04-03 17:39:00+01
43205570	54	30821	<angular><http><typescript><tslint>	2017-04-04 11:11:00+01
43325916	78	22321	<asp.net><asp.net-core><asp.net-core-mvc>	2017-04-10 14:30:00+01
43390466	92	47015	<visual-studio-2017>	2017-04-13 11:00:00+01
42538433	52	55370	<android><unity3d>	2017-03-01 17:39:00+00
43060107	74	5548	<javascript>	2017-03-28 03:23:00+01
45026747	69	3714	<c++><switch-statement><c++1z><fall-through>	2017-07-11 06:16:00+01
42749973	61	8704	<javascript><webpack><ecmascript-6><vue.js>	2017-03-12 16:31:00+00
46833310	171	10921	<c++><performance><if-statement><optimization><branch-prediction>	2017-10-19 15:17:00+01
47538906	112	5662	<c++><language-lawyer><operator-precedence><conditional-operator>	2017-11-28 18:52:00+00
47656093	55	2985	<c++><constructor><language-lawyer><c++1z><protected>	2017-12-05 14:33:00+00
45906747	66	3035	<python><algorithm><numbers><primes><division>	2017-08-27 15:50:00+01
42986295	96	4535	<javascript><html><google-chrome><dom>	2017-03-23 20:24:00+00
42346895	55	1841	<java><generics><java-8><language-lawyer>	2017-02-20 14:14:00+00
43487811	178	13163	<python><python-3.x><syntax><operators><python-2.x>	2017-04-19 06:15:00+01
44197176	58	1963	<c#><.net-core><assemblies>	2017-05-26 08:38:00+01
47010910	127	10751	<c><boolean><sizeof><conditional-operator><c11>	2017-10-30 08:37:00+00
43928556	172	9195	<java><nullpointerexception><hashmap>	2017-05-12 02:55:00+01
44035504	74	9382	<android><android-studio><kotlin><android-databinding><android-studio-3.0>	2017-05-17 22:05:00+01
44221454	74	2469	<c#><.net><priority-queue>	2017-05-27 20:44:00+01
44619165	573	35639	<github><markdown>	2017-06-18 20:18:00+01
44633798	54	4608	<python><list><for-loop><iteration>	2017-06-19 14:53:00+01
44297803	101	32184	<npm>	2017-06-01 03:01:00+01
42088015	122	3532	<c++><c++11><lambda><language-lawyer><shadowing>	2017-02-07 10:56:00+00
42123261	140	80817	<reactjs><ecmascript-6><react-router-v4>	2017-02-08 20:46:00+00
42233831	76	32425	<c#><visual-studio-2017>	2017-02-14 18:40:00+00
42577166	55	42736	<android-studio><android-studio-2.3>	2017-03-03 11:02:00+00
42769106	70	9837	<node.js><asp.net-mvc><visual-studio-2017>	2017-03-13 16:49:00+00
44042754	84	8709	<android-studio><kotlin>	2017-05-18 08:41:00+01
44667434	67	24854	<ios><xcode>	2017-06-21 05:24:00+01
44396215	81	13489	<ruby><cocoapods><macos-high-sierra>	2017-06-06 17:26:00+01
44424092	55	15600	<ios><location-services><ios11>	2017-06-07 23:01:00+01
44796613	115	16290	<ios><push-notification><ios11>	2017-06-28 07:51:00+01
44864156	105	7200	<python><tuples><operator-precedence>	2017-07-01 18:29:00+01
45122691	67	14756	<ios><localization><interface-builder><xcode9-beta>	2017-07-15 21:01:00+01
45143916	85	4702	<javascript><jquery><html><css>	2017-07-17 12:07:00+01
47888814	73	3189	<java><lambda><java-stream><java-9>	2017-12-19 14:10:00+00
47957337	109	10548	<java><for-loop><jvm>	2017-12-24 01:11:00+00
43605206	80	7191	<c++><c++11><templates>	2017-04-25 08:18:00+01
44325085	70	6354	<c++><memory-leaks><garbage-collection><smart-pointers>	2017-06-02 09:12:00+01
46549766	53	6678	<firebase><firebase-database><google-cloud-firestore>	2017-10-03 16:59:00+01
45323628	91	4254	<c#><.net><c#-7.0>	2017-07-26 10:00:00+01
45399079	57	14509	<angular><unit-testing><karma-jasmine><angular-cli>	2017-07-30 10:57:00+01
45460896	54	3202	<java><lambda><java-8><type-inference>	2017-08-02 12:27:00+01
46664007	86	6917	<python><python-2.7><list><tuples><python-internals>	2017-10-10 10:04:00+01
